frame_id,frame_num,gaze_position_x_med,gaze_position_y_med,action_int
RZ_4303947_93,93,25.184599156118143,-110.3972088030059,2
RZ_4303947_94,94,25.13976793248945,-110.10735373054212,2
RZ_4303947_95,95,25.26898734177216,-109.80676328502416,2
RZ_4303947_96,96,25.340189873417724,-109.73429951690822,2
RZ_4303947_97,97,25.39556962025317,-109.65646806226515,2
RZ_4303947_98,98,25.548523206751057,-109.35587761674718,2
RZ_4303947_99,99,25.532700421940927,-109.2860976918948,2
RZ_4303947_100,100,25.58016877637131,-109.47396672034353,2
RZ_4303947_101,101,25.55379746835443,-109.08749329039183,2
RZ_4303947_102,102,25.35073839662447,-106.5834675254965,2
RZ_4303947_103,103,25.239978902953588,-103.03274288781536,2
RZ_4303947_104,104,25.321729957805907,-103.08641975308642,2
RZ_4303947_105,105,25.40084388185653,-103.38969404186795,2
RZ_4303947_106,106,25.39029535864979,-103.68760064412238,2
RZ_4303947_107,107,25.416666666666668,-104.14922168545355,2
RZ_4303947_108,108,25.40084388185653,-104.47128287707996,2
RZ_4303947_109,109,25.416666666666668,-104.31293612453032,2
RZ_4303947_110,110,25.469409282700425,-104.30488459473966,2
RZ_4303947_111,111,25.516877637130804,-104.2619431025228,2
RZ_4303947_112,112,25.559071729957804,-104.15995705850776,2
RZ_4303947_113,113,25.59071729957806,-104.42297369833602,2
RZ_4303947_114,114,25.564345991561183,-118.9747718733226,5
RZ_4303947_115,115,25.52215189873418,-118.40311325818573,5
RZ_4303947_116,116,25.551160337552744,-117.85829307568436,5
RZ_4303947_117,117,25.345464135021096,-116.59420289855072,5
RZ_4303947_118,118,25.527426160337555,-112.88244766505636,5
RZ_4303947_119,119,25.42721518987341,-112.64090177133656,5
RZ_4303947_120,120,25.36392405063291,-112.59527643585614,5
RZ_4303947_121,121,25.300632911392402,-112.72141706924316,5
RZ_4303947_122,122,25.174050632911392,-112.8636607622115,5
RZ_4303947_123,123,25.09493670886076,-112.7133655394525,5
RZ_4303947_124,124,25.002637130801684,-112.57648953301128,5
RZ_4303947_125,125,24.91033755274261,-112.31884057971014,5
RZ_4303947_126,126,24.71518987341772,-112.28395061728395,5
RZ_4303947_127,127,24.65189873417721,-112.34567901234568,5
RZ_4303947_128,128,24.601793248945153,-112.46913580246914,5
RZ_4303947_129,129,24.4620253164557,-112.47987117552334,5
RZ_4303947_130,130,24.41983122362869,-112.43156199677938,5
RZ_4303947_131,131,24.3539029535865,-112.33494363929148,2
RZ_4303947_132,132,24.446202531645568,-112.33225979602791,2
RZ_4303947_133,133,24.47784810126582,-112.00214707461083,2
RZ_4303947_134,134,24.533227848101266,-111.93773483628556,2
RZ_4303947_135,135,24.38818565400844,-111.52979066022544,2
RZ_4303947_136,136,24.430379746835442,-111.23993558776168,2
RZ_4303947_137,137,35.12658227848101,-110.99302200751475,2
RZ_4303947_139,139,66.19198312236287,-82.46108427267848,2
RZ_4303947_140,140,64.11392405063292,-60.83199141170156,2
RZ_4303947_141,141,63.73417721518988,-62.775093934514224,2
RZ_4303947_142,142,63.75791139240506,-62.76972624798712,2
RZ_4303947_143,143,61.574367088607595,-64.0901771336554,2
RZ_4303947_144,144,29.63607594936709,-97.788513150832,2
RZ_4303947_145,145,30.224156118143462,-97.7536231884058,2
RZ_4303947_146,146,30.74894514767933,-96.72034353193774,2
RZ_4303947_147,147,30.96518987341772,-96.52173913043478,2
RZ_4303947_148,148,31.15506329113924,-96.36070853462158,2
RZ_4303947_149,149,31.062763713080166,-96.45195920558237,2
RZ_4303947_150,150,31.07067510548524,-96.65056360708535,2
RZ_4303947_151,151,31.10759493670886,-96.94847020933977,2
RZ_4303947_152,152,31.10759493670886,-96.91894793344069,2
RZ_4303947_153,153,31.19198312236287,-97.02093397745573,2
RZ_4303947_154,154,31.19725738396625,-96.77938808373592,2
RZ_4303947_155,155,62.10179324894515,-76.39559849704779,2
RZ_4303947_156,156,65.05537974683544,-71.24530327428877,2
RZ_4303947_157,157,64.5464135021097,-71.47074610842728,2
RZ_4303947_158,158,64.3960970464135,-71.48416532474504,2
RZ_4303947_159,159,64.31962025316456,-71.29361245303274,2
RZ_4303947_160,160,64.38818565400844,-71.35265700483092,2
RZ_4303947_161,161,64.37763713080169,-71.0252281266774,2
RZ_4303947_162,162,64.33016877637131,-70.73268921095008,2
RZ_4303947_163,163,68.19620253164558,-64.89533011272142,2
RZ_4303947_164,164,67.94831223628691,-64.57326892109502,6
RZ_4303947_165,165,67.9324894514768,-64.88459473966721,3
RZ_4303947_166,166,67.93776371308017,-65.07246376811594,3
RZ_4303947_167,167,67.89556962025317,-64.92753623188406,3
RZ_4303947_168,168,74.43301687763713,-65.3166935050993,3
RZ_4303947_169,169,95.64082278481013,-60.501878690284485,3
RZ_4303947_170,170,94.01635021097047,-60.81588835212024,3
RZ_4303947_171,171,93.50738396624476,-60.73537305421364,3
RZ_4303947_172,172,54.31434599156118,-73.13204508856683,3
RZ_4303947_173,173,38.17246835443038,-87.53354804079441,3
RZ_4303947_174,174,39.29852320675106,-86.21309715512614,3
RZ_4303947_175,175,39.80485232067511,-85.64680622651636,3
RZ_4303947_176,176,39.902426160337555,-85.57702630166399,3
RZ_4303947_177,177,39.85759493670886,-85.55555555555556,3
RZ_4303947_178,178,34.28533755274262,-85.44283413848632,3
RZ_4303947_179,179,32.45253164556962,-86.6425120772947,3
RZ_4303947_180,180,32.61603375527426,-86.47342995169082,3
RZ_4303947_181,181,32.732067510548525,-86.47342995169082,3
RZ_4303947_182,182,32.70569620253165,-86.54857756307031,3
RZ_4303947_183,183,32.72151898734177,-86.68813741277509,6
RZ_4303947_184,184,32.64240506329114,-86.85990338164251,6
RZ_4303947_185,185,32.58966244725738,-86.94041867954911,2
RZ_4303947_186,186,32.494725738396625,-86.90284487385937,2
RZ_4303947_187,187,33.15928270042194,-86.96725711218465,2
RZ_4303947_188,188,51.61128691983122,-68.12936124530327,2
RZ_4303947_189,189,50.47995780590717,-68.26355340848094,2
RZ_4303947_190,190,50.13185654008439,-68.53462157809984,2
RZ_4303947_191,191,50.0448312236287,-68.34138486312399,2
RZ_4303947_192,192,49.99472573839663,-68.57219538378959,2
RZ_4303947_193,193,49.92088607594937,-68.62587224906065,2
RZ_4303947_194,194,63.971518987341774,-67.0048309178744,2
RZ_4303947_195,195,62.86919831223629,-66.48684916800859,2
RZ_4303947_196,196,62.61075949367088,-66.55931293612453,2
RZ_4303947_197,197,62.52637130801688,-66.41975308641975,2
RZ_4303947_198,198,62.42616033755274,-66.43585614600109,2
RZ_4303947_199,199,56.371308016877634,-66.96188942565755,2
RZ_4303947_200,200,36.46097046413502,-78.40579710144927,2
RZ_4303947_201,201,36.99367088607595,-77.67847557702629,2
RZ_4303947_202,202,37.15717299578058,-77.36446591519055,2
RZ_4303947_203,203,37.18881856540085,-77.2410091250671,2
RZ_4303947_204,204,37.107067510548525,-76.99409554482017,2
RZ_4303947_205,205,37.10443037974684,-76.95383789586688,2
RZ_4303947_206,206,37.10970464135021,-76.75791733762749,2
RZ_4303947_207,207,37.08069620253165,-76.22651637144392,2
RZ_4303947_208,208,33.892405063291136,-80.56897477187331,2
RZ_4303947_209,209,34.88660337552743,-71.43585614600107,2
RZ_4303947_210,210,35.221518987341774,-73.23134728931831,2
RZ_4303947_211,211,35.18459915611814,-73.3064949006978,2
RZ_4303947_212,212,35.20569620253165,-73.24745034889962,2
RZ_4303947_213,213,35.17668776371308,-73.03811057434245,2
RZ_4303947_214,214,35.04746835443038,-72.70531400966183,2
RZ_4303947_215,215,35.105485232067515,-72.4476650563607,2
RZ_4303947_216,216,35.13185654008439,-72.46376811594203,2
RZ_4303947_217,217,35.18459915611814,-72.3913043478261,2
RZ_4303947_218,218,35.210970464135016,-72.32957595276436,2
RZ_4303947_219,219,35.20569620253165,-72.34836285560924,2
RZ_4303947_220,220,35.210970464135016,-72.17391304347825,2
RZ_4303947_221,221,35.26898734177215,-72.15780998389694,2
RZ_4303947_222,222,35.36128691983122,-72.38325281803543,2
RZ_4303947_223,223,35.38765822784811,-72.17928073000537,2
RZ_4303947_224,224,35.42194092827004,-72.01019860440151,2
RZ_4303947_225,225,35.437763713080166,-71.86258722490606,2
RZ_4303947_226,226,47.43143459915612,-88.467525496511,2
RZ_4303947_227,227,48.22784810126582,-102.04508856682769,2
RZ_4303947_228,228,50.74367088607595,-60.66559312936125,2
RZ_4303947_229,229,50.13713080168777,-62.860976918947934,2
RZ_4303947_230,230,50.05537974683544,-63.00858829844338,2
RZ_4303947_231,231,50.05801687763713,-62.94149221685454,2
RZ_4303947_232,232,50.02637130801688,-62.925389157273216,2
RZ_4303947_233,233,50.15295358649789,-63.03274288781535,2
RZ_4303947_234,234,50.05801687763713,-62.844873859366615,2
RZ_4303947_235,235,50.03691983122363,-62.88244766505636,2
RZ_4303947_236,236,37.2178270042194,-68.79227053140096,2
RZ_4303947_237,237,35.49841772151899,-71.55126140633388,2
RZ_4303947_238,238,35.78586497890295,-71.09500805152979,2
RZ_4303947_239,239,35.936181434599156,-71.11379495437467,2
RZ_4303947_240,240,35.96518987341772,-71.08158883521202,6
RZ_4303947_241,241,36.05485232067511,-71.00644122383254,6
RZ_4303947_242,242,36.05485232067511,-71.19699409554482,3
RZ_4303947_243,243,36.08649789029536,-71.20236178207193,3
RZ_4303947_244,244,36.12341772151898,-71.34460547504025,3
RZ_4303947_245,245,36.21835443037974,-71.42780461621041,3
RZ_4303947_246,246,36.16561181434599,-71.39023081052066,3
RZ_4303947_247,247,36.09177215189874,-71.24530327428877,3
RZ_4303947_248,248,36.08649789029536,-71.0144927536232,3
RZ_4303947_249,249,36.04957805907173,-70.83735909822866,3
RZ_4303947_250,250,36.09177215189874,-70.7944176060118,3
RZ_4303947_251,251,37.89556962025317,-70.8641975308642,3
RZ_4303947_252,252,50.07647679324894,-65.56629092860977,3
RZ_4303947_253,253,48.871308016877634,-65.1100375738057,3
RZ_4303947_254,254,48.65506329113924,-64.97584541062803,3
RZ_4303947_255,255,48.67879746835443,-64.90338164251207,2
RZ_4303947_256,256,48.69198312236287,-65.01878690284487,2
RZ_4303947_257,257,48.73945147679325,-65.03757380568976,2
RZ_4303947_258,258,48.70516877637131,-65.15834675254965,2
RZ_4303947_259,259,48.52848101265823,-64.84702093397746,2
RZ_4303947_260,260,48.541666666666664,-65.05636070853461,2
RZ_4303947_261,261,48.36761603375527,-64.82018250134192,2
RZ_4303947_262,262,48.31751054852321,-64.85238862050456,2
RZ_4303947_263,263,48.26740506329114,-64.75040257648953,2
RZ_4303947_264,264,48.275316455696206,-64.66451959205583,2
RZ_4303947_265,265,48.2331223628692,-64.70746108427268,2
RZ_4303947_266,266,48.19620253164557,-64.63499731615674,2
RZ_4303947_267,267,48.18565400843882,-64.46591519055286,2
RZ_4303947_268,268,48.15928270042195,-64.15727321524423,2
RZ_4303947_269,269,48.12236286919831,-63.95598497047773,2
RZ_4303947_270,270,48.03270042194093,-64.11701556629093,2
RZ_4303947_271,271,47.83755274261603,-64.11701556629093,2
RZ_4303947_272,272,45.48786919831224,-63.30381105743425,2
RZ_4303947_273,273,44.70464135021097,-62.71068169618894,2
RZ_4303947_274,274,44.75210970464135,-62.66774020397209,2
RZ_4303947_275,275,44.79957805907173,-62.54428341384864,2
RZ_4303947_276,276,44.83649789029536,-62.506709608158886,2
RZ_4303947_277,277,44.88132911392405,-62.533548040794415,6
RZ_4303947_278,278,44.833860759493675,-62.53891572732152,6
RZ_4303947_279,279,44.81276371308017,-62.68115942028986,6
RZ_4303947_280,280,44.709915611814345,-62.65700483091788,3
RZ_4303947_281,281,44.62025316455696,-62.49597423510468,3
RZ_4303947_282,282,44.525316455696206,-62.63016639828234,3
RZ_4303947_283,283,44.462025316455694,-62.501341921631784,3
RZ_4303947_284,284,44.33544303797469,-62.66774020397209,3
RZ_4303947_285,285,44.356540084388186,-62.58185721953838,3
RZ_4303947_286,286,44.25632911392405,-62.844873859366615,3
RZ_4303947_287,287,44.24050632911393,-63.09715512614064,3
RZ_4303947_288,288,44.12447257383966,-63.13472893183038,3
RZ_4303947_289,289,43.95569620253164,-63.39237788513151,3
RZ_4303947_290,290,43.813291139240505,-63.38164251207729,3
RZ_4303947_291,291,43.739451476793256,-63.58024691358025,3
RZ_4303947_292,292,43.72362869198313,-63.55340848094472,3
RZ_4303947_293,293,43.7289029535865,-63.39237788513151,3
RZ_4303947_294,294,43.71835443037975,-63.12399355877616,3
RZ_4303947_295,295,43.69462025316456,-62.971014492753625,3
RZ_4303947_296,296,43.61286919831224,-62.94685990338165,3
RZ_4303947_297,297,43.515295358649794,-63.419216317767045,3
RZ_4303947_298,298,43.4493670886076,-63.35748792270532,3
RZ_4303947_299,299,43.35443037974683,-63.3011272141707,3
RZ_4303947_300,300,43.29641350210971,-63.247450348899626,3
RZ_4303947_301,301,43.24894514767933,-63.36553945249598,3
RZ_4303947_302,302,43.31751054852321,-63.373590982286636,3
RZ_4303947_303,303,43.35970464135021,-63.69565217391305,3
RZ_4303947_304,304,43.34388185654008,-63.77616747181965,3
RZ_4303947_305,305,43.380801687763714,-63.760064412238336,3
RZ_4303947_306,306,43.4282700421941,-63.59098228663446,3
RZ_4303947_307,307,43.55485232067511,-63.467525496511,3
RZ_4303947_308,308,43.58913502109705,-63.4621578099839,3
RZ_4303947_309,309,43.720991561181435,-63.42726784755771,3
RZ_4303947_310,310,43.79483122362869,-63.66076221148685,3
RZ_4303947_311,311,39.572784810126585,-136.27482555018787,3
RZ_4303947_312,312,37.81645569620253,-127.3268921095008,3
RZ_4303947_313,313,43.852848101265835,-63.11325818572195,3
RZ_4303947_314,314,43.39662447257384,-56.403650026838434,3
RZ_4303947_315,315,43.333333333333336,-57.104133118625874,3
RZ_4303947_316,316,43.41772151898734,-56.9243156199678,3
RZ_4303947_317,317,43.404535864978904,-56.7686527106817,3
RZ_4303947_318,318,43.380801687763714,-56.33387010198605,3
RZ_4303947_319,319,43.48101265822785,-56.2157809983897,3
RZ_4303947_320,320,43.59704641350211,-55.823939881910896,3
RZ_4303947_321,321,43.628691983122366,-55.78636607622115,3
RZ_4303947_322,322,43.69198312236287,-56.09232420826624,3
RZ_4303947_323,323,43.75263713080169,-56.26945786366076,3
RZ_4303947_324,324,43.834388185654014,-56.40901771336554,3
RZ_4303947_325,325,43.90822784810127,-56.5378421900161,3
RZ_4303947_326,326,43.989978902953595,-56.736446591519055,3
RZ_4303947_327,327,44.04272151898734,-56.95115405260333,3
RZ_4303947_328,328,44.16666666666666,-57.02093397745572,3
RZ_4303947_329,329,44.27742616033755,-57.074610842726784,3
RZ_4303947_330,330,44.324894514767934,-56.90821256038648,6
RZ_4303947_331,331,44.38818565400844,-56.85990338164252,2
RZ_4303947_332,332,44.5042194092827,-56.709608158883526,2
RZ_4303947_333,333,44.50949367088608,-56.782071926999464,2
RZ_4303947_334,334,44.57014767932489,-56.776704240472355,2
RZ_4303947_335,335,44.62025316455696,-56.85990338164252,2
RZ_4303947_336,336,44.67299578059071,-56.96994095544821,2
RZ_4303947_337,337,44.709915611814345,-56.96994095544821,2
RZ_4303947_338,338,44.720464135021096,-57.085346215780994,2
RZ_4303947_339,339,44.741561181434605,-56.91626409017714,2
RZ_4303947_340,340,44.73628691983122,-56.816961889425656,2
RZ_4303947_341,341,44.74947257383967,-56.89747718733226,2
RZ_4303947_342,342,44.73628691983122,-56.5378421900161,2
RZ_4303947_343,343,44.79430379746836,-56.344605475040254,2
RZ_4303947_344,344,44.81012658227848,-56.19431025228127,2
RZ_4303947_345,345,44.72573839662447,-56.02254428341385,2
RZ_4303947_346,346,44.77320675105486,-55.89640365002684,2
RZ_4303947_347,347,44.75210970464135,-55.64412238325282,2
RZ_4303947_348,348,44.75474683544303,-55.52871712292002,2
RZ_4303947_349,349,44.75474683544303,-55.50187869028449,2
RZ_4303947_350,350,69.41191983122363,-67.31078904991948,2
RZ_4303947_351,351,100.2215189873418,-113.15619967793882,2
RZ_4303947_352,352,97.15981012658229,-53.95061728395062,2
RZ_4303947_353,353,95.3454641350211,-57.487922705314006,2
RZ_4303947_354,354,95.27426160337552,-57.05850778314547,2
RZ_4303947_355,355,95.2584388185654,-57.35373054213634,2
RZ_4303947_356,356,88.85021097046413,-57.399355877616756,2
RZ_4303947_357,357,46.16561181434599,-53.1454643048846,2
RZ_4303947_358,358,46.629746835443036,-52.95222758990875,2
RZ_4303947_359,359,47.099156118143455,-53.3011272141707,2
RZ_4303947_360,360,47.32067510548524,-53.53193773483629,2
RZ_4303947_361,361,37.19409282700422,-55.257648953301135,2
RZ_4303947_362,362,37.61603375527426,-55.02952227589909,2
RZ_4303947_363,363,37.74789029535865,-54.7987117552335,2
RZ_4303947_364,364,37.79535864978903,-54.80944712828771,2
RZ_4303947_365,365,37.816455696202524,-54.889962426194316,2
RZ_4303947_366,366,37.74261603375528,-54.89533011272143,2
RZ_4303947_367,367,37.7373417721519,-54.8040794417606,2
RZ_4303947_368,368,37.91139240506329,-55.002683843263554,2
RZ_4303947_369,369,34.108649789029535,-55.27375201288245,2
RZ_4303947_370,370,33.56540084388186,-55.44820182501343,2
RZ_4303947_371,371,33.786919831223635,-55.38378958668814,2
RZ_4303947_372,372,33.7710970464135,-55.41062801932368,2
RZ_4303947_373,373,33.85548523206751,-55.23349436392915,2
RZ_4303947_374,374,33.99525316455696,-55.23349436392915,2
RZ_4303947_375,375,40.20042194092827,-52.89855072463769,2
RZ_4303947_376,376,39.62816455696203,-52.58722490606549,2
RZ_4303947_377,377,39.56223628691983,-52.51207729468599,2
RZ_4303947_378,378,39.58860759493671,-52.45840042941492,2
RZ_4303947_379,379,65.89398734177215,-57.850241545893724,2
RZ_4303947_380,380,71.31856540084388,-91.68008588298444,2
RZ_4303947_381,381,67.42616033755274,-105.89908749329041,2
RZ_4303947_382,382,67.1571729957806,-104.09822866344606,2
RZ_4303947_383,383,67.16772151898734,-103.31186258722492,2
RZ_4303947_384,384,67.33122362869199,-103.20987654320987,2
RZ_4303947_385,385,62.89556962025317,-109.18679549114333,2
RZ_4303947_386,386,49.43301687763713,-133.7842190016103,2
RZ_4303947_387,387,49.87869198312236,-132.55501878690285,2
RZ_4303947_388,388,49.96835443037975,-132.6892109500805,2
RZ_4303947_389,389,54.3960970464135,-135.5421363392378,2
RZ_4303947_390,390,54.01371308016878,-135.28180354267312,2
RZ_4303947_391,391,53.95569620253165,-135.0053676865271,2
RZ_4303947_392,392,54.08227848101266,-135.1315083199141,2
RZ_4303947_393,393,53.847573839662445,-134.6135265700483,2
RZ_4303947_394,394,33.78164556962025,-62.92270531400966,2
RZ_4303947_395,395,31.798523206751053,-45.54482018250134,2
RZ_4303947_396,396,31.99367088607595,-47.678475577026305,7
RZ_4303947_397,397,32.165084388185655,-48.18035426731079,7
RZ_4303947_398,398,32.17827004219409,-48.33601717659689,4
RZ_4303947_399,399,32.20464135021097,-48.33601717659689,4
RZ_4303947_400,400,35.78586497890296,-44.53569511540526,4
RZ_4303947_401,401,35.50105485232068,-44.51690821256039,4
RZ_4303947_402,402,35.35337552742616,-44.88459473966721,4
RZ_4303947_403,403,35.377109704641356,-44.88459473966721,4
RZ_4303947_404,404,35.41666666666667,-44.95437466451959,4
RZ_4303947_405,405,35.44303797468354,-45.04562533548041,4
RZ_4303947_406,406,35.366561181434605,-45.13150831991412,4
RZ_4303947_407,407,35.2584388185654,-45.209339774557165,4
RZ_4303947_408,408,35.221518987341774,-45.3972088030059,4
RZ_4303947_409,409,58.32542194092827,-65.08319914117016,4
RZ_4303947_410,410,57.27848101265823,-65.75952764358561,4
RZ_4303947_411,411,56.85126582278481,-65.07246376811594,4
RZ_4303947_412,412,56.753691983122366,-64.69135802469137,4
RZ_4303947_413,413,56.70886075949368,-64.75040257648953,4
RZ_4303947_414,414,56.77742616033755,-64.99463231347289,4
RZ_4303947_415,415,56.83544303797469,-64.85238862050456,4
RZ_4303947_416,416,80.80432489451476,-70.20933977455717,4
RZ_4303947_417,417,98.19620253164557,-80.88030059044553,4
RZ_4303947_418,418,96.03902953586496,-80.38110574342458,4
RZ_4303947_419,419,92.46308016877637,-79.49006977992485,9
RZ_4303947_420,420,46.48734177215191,-55.864197530864196,9
RZ_4303947_421,421,34.93407172995781,-54.18679549114332,5
RZ_4303947_422,422,35.537974683544306,-54.40150295222759,5
RZ_4303947_423,423,35.944092827004226,-54.79334406870639,5
RZ_4303947_424,424,36.36867088607595,-54.8389694041868,5
RZ_4303947_425,425,34.88924050632912,-91.6532474503489,5
RZ_4303947_427,427,26.69040084388186,-74.22168545356952,5
RZ_4303947_428,428,28.82911392405063,-52.34836285560924,5
RZ_4303947_429,429,28.718354430379748,-52.944176060118096,5
RZ_4303947_430,430,28.897679324894515,-52.748255501878695,5
RZ_4303947_431,431,28.871308016877634,-52.45571658615137,5
RZ_4303947_432,432,28.924050632911392,-52.29736983360172,5
RZ_4303947_433,433,29.071729957805907,-52.13097155126141,5
RZ_4303947_434,434,30.559071729957807,-51.99677938808374,5
RZ_4303947_435,435,32.57120253164557,-50.12614063338701,5
RZ_4303947_436,436,32.31540084388186,-50.17176596886742,5
RZ_4303947_437,437,32.37341772151899,-50.36500268384327,5
RZ_4303947_438,438,32.46835443037975,-50.601180891035966,5
RZ_4303947_439,439,32.55801687763713,-50.91787439613527,5
RZ_4303947_440,440,32.597573839662445,-50.82125603864735,5
RZ_4303947_441,441,32.59493670886076,-50.789049919484704,5
RZ_4303947_442,442,32.51054852320675,-50.73537305421364,5
RZ_4303947_443,443,32.49208860759494,-50.75952764358561,5
RZ_4303947_444,444,32.48945147679325,-50.64949006977992,5
RZ_4303947_445,445,32.53691983122363,-50.57971014492754,5
RZ_4303947_446,446,32.59493670886076,-50.44015029522276,5
RZ_4303947_447,447,32.542194092827,-50.38647342995169,5
RZ_4303947_448,448,32.46308016877637,-50.33279656468063,5
RZ_4303947_449,449,32.51318565400844,-50.475040257648956,5
RZ_4303947_450,450,32.59229957805908,-50.697799248523886,5
RZ_4303947_451,451,30.242616033755272,-59.986580783682236,5
RZ_4303947_452,452,30.34810126582278,-60.09125067096082,5
