frame_id,action,gaze_mean,gaze_start,gaze_end,gaze_variance0,gaze_component0,gaze_variance1,gaze_component1
RZ_5037271_18,0,"[38.65673469387757, 63.58204081632653]","[37.77, 63.02]","[48.41, 66.9]",6.6421345623238865,"[0.9202102612090092, 0.39142441820311513]",0.0946378016216909,"[0.39142441820311513, -0.9202102612090092]"
RZ_5037271_19,0,"[88.95647058823528, 60.887843137254904]","[50.25, 67.03]","[105.8, 58.73]",320.1917651141316,"[-0.9822579031400145, 0.18753509463293003]",0.43430343488803425,"[-0.18753509463293003, -0.9822579031400145]"
RZ_5037271_20,0,"[102.60420000000002, 59.879]","[105.49, 58.77]","[101.55, 60.4]",1.3665368740918862,"[0.891692029865112, -0.4526426005968024]",0.013297166724440696,"[0.4526426005968024, 0.891692029865112]"
RZ_5037271_21,0,"[101.33960000000003, 60.649999999999984]","[101.55, 60.4]","[101.06, 60.62]",0.013614377070587463,"[-0.48196731846789437, 0.8761891941406645]",0.010618112725330829,"[-0.8761891941406645, -0.48196731846789437]"
RZ_5037271_22,0,"[101.195306122449, 60.41285714285715]","[101.08, 60.75]","[101.09, 60.2]",0.04313743027759262,"[-0.026915906300336946, 0.9996377013638648]",0.008725494892475481,"[0.9996377013638648, 0.026915906300336946]"
RZ_5037271_23,0,"[101.14779999999999, 60.5792]","[101.09, 60.23]","[101.09, 60.98]",0.0538959037371419,"[-0.0993051748471977, 0.9950570246214873]",0.005198504426123151,"[0.9950570246214873, 0.0993051748471977]"
RZ_5037271_24,0,"[101.01640000000002, 60.96460000000001]","[101.1, 60.98]","[100.95, 60.85]",0.021539712401374592,"[0.27959796120862834, -0.9601171699787368]",0.010313226374135962,"[-0.9601171699787368, -0.27959796120862834]"
RZ_5037271_25,0,"[100.89365384615388, 60.99903846153844]","[100.94, 60.88]","[100.92, 60.7]",0.035769589567892626,"[0.332896936917718, -0.942963217411369]",0.009796247536179352,"[-0.942963217411369, -0.332896936917718]"
RZ_5037271_26,0,"[100.89520000000002, 60.78]","[100.96, 60.88]","[100.79, 60.75]",0.07100101210255733,"[0.01581911947245301, -0.9998748699007874]",0.0017142532035645708,"[-0.9998748699007874, -0.01581911947245301]"
RZ_5037271_27,0,"[100.7864, 60.78599999999999]","[100.71, 60.85]","[101.31, 61.2]",0.046578138253559324,"[0.11211948392066817, 0.993694732463327]",0.01487394337909383,"[0.993694732463327, -0.11211948392066817]"
RZ_5037271_28,0,"[129.00279999999998, 65.8806]","[101.75, 61.48]","[137.88, 66.42]",160.27995013605673,"[-0.9915617696446921, -0.1296350916190775]",0.24408435373917367,"[-0.1296350916190775, 0.9915617696446921]"
RZ_5037271_29,0,"[136.2938, 66.18459999999999]","[137.75, 66.33]","[135.59, 66.12]",0.41859021403624436,"[0.9953674179757118, 0.09614417939929863]",0.03191223494334634,"[0.09614417939929863, -0.9953674179757118]"
RZ_5037271_30,0,"[135.5874, 66.18759999999997]","[135.61, 66.17]","[135.46, 66.1]",0.0347550429237234,"[-0.1464528643348428, 0.9892176497253373]",0.005748508096684826,"[-0.9892176497253373, -0.1464528643348428]"
RZ_5037271_31,0,"[135.4812, 66.11999999999999]","[135.47, 66.28]","[135.34, 66.22]",0.04377184920818076,"[-0.03730465947898132, 0.9993039389400791]",0.005340967118350553,"[-0.9993039389400791, -0.03730465947898132]"
RZ_5037271_32,0,"[135.388, 66.45139999999998]","[135.41, 66.45]","[136.25, 66.42]",0.0797896307441908,"[0.5995191567820081, -0.8003604067239896]",0.021777757010911974,"[0.8003604067239896, 0.5995191567820081]"
RZ_5037271_33,0,"[151.5224, 80.7842]","[136.9, 66.9]","[154.26, 84.97]",67.09360680518458,"[-0.6839076772017747, -0.7295685636487316]",0.4287264601215422,"[-0.7295685636487316, 0.6839076772017747]"
RZ_5037271_34,0,"[153.15679999999998, 83.77220000000001]","[154.14, 84.9]","[152.71, 83.08]",0.4250261901315355,"[0.5093483938849831, 0.860560406738997]",0.043348218031729224,"[0.860560406738997, -0.5093483938849831]"
RZ_5037271_35,0,"[150.44260000000003, 81.54180000000001]","[152.69, 83.1]","[136.1, 72.15]",26.67560799324257,"[-0.8406588070336056, -0.5415651116503305]",0.059810374104363656,"[0.5415651116503305, -0.8406588070336056]"
RZ_5037271_36,0,"[122.60979591836735, 59.13530612244898]","[134.6, 71.15]","[121.05, 55.8]",31.37424866760577,"[0.6955075714493396, 0.718518766669766]",0.7547412983806203,"[-0.718518766669766, 0.6955075714493396]"
RZ_5037271_37,0,"[121.12960000000001, 56.54120000000002]","[121.06, 55.98]","[121.04, 57.17]",0.18112805798837017,"[0.06979990634689087, -0.9975610122062535]",0.007094799154486672,"[-0.9975610122062535, -0.06979990634689087]"
RZ_5037271_38,0,"[121.2588, 57.6722]","[121.06, 57.23]","[121.36, 58.05]",0.08640580615535735,"[0.2352505369862213, 0.9719347636789697]",0.006965336701786056,"[-0.9719347636789697, 0.2352505369862213]"
RZ_5037271_39,0,"[121.31607843137255, 58.33588235294119]","[121.41, 57.98]","[121.26, 58.58]",0.06784485220600055,"[0.16095693463683836, -0.9869614304481774]",0.005308167401842912,"[-0.9869614304481774, -0.16095693463683836]"
RZ_5037271_40,0,"[121.22220000000002, 58.50019999999999]","[121.25, 58.67]","[121.28, 58.5]",0.05128379634037636,"[-0.13524354577104575, -0.9908123855338482]",0.007760203659623768,"[0.9908123855338482, -0.13524354577104575]"
RZ_5037271_41,0,"[121.09880000000004, 58.49760000000001]","[121.29, 58.42]","[120.96, 58.4]",0.05208109718010995,"[0.01775975559285711, 0.9998422831033315]",0.00926257628927789,"[-0.9998422831033315, 0.01775975559285711]"
RZ_5037271_42,0,"[120.97280000000002, 58.18639999999999]","[120.96, 58.4]","[120.94, 58.17]",0.04253629857864093,"[0.21460932577106873, -0.9766999730173476]",0.004993497339726441,"[0.9766999730173476, 0.21460932577106873]"
RZ_5037271_43,0,"[120.90320000000003, 57.7066]","[120.99, 58.17]","[120.81, 57.83]",0.05622435881164118,"[0.1569993405833602, 0.9875987075003644]",0.017416661596522238,"[-0.9875987075003644, 0.1569993405833602]"
RZ_5037271_44,0,"[119.27520000000003, 57.562]","[120.8, 57.98]","[110.84, 55.7]",8.854626758835153,"[-0.9856955540883502, -0.16853567767823072]",0.05366401667505111,"[-0.16853567767823072, 0.9856955540883502]"
RZ_5037271_45,0,"[107.1256862745098, 54.4194117647059]","[110.54, 55.38]","[106.5, 53.88]",1.739155672751525,"[0.895664381038749, 0.44473061120016755]",0.10213499391514164,"[0.44473061120016755, -0.895664381038749]"
RZ_5037271_46,0,"[106.71419999999998, 54.55620000000001]","[106.5, 53.98]","[106.76, 54.8]",0.04362305762636386,"[-0.4390584688661448, -0.8984584914824483]",0.0077605342103712,"[0.8984584914824483, -0.4390584688661448]"
RZ_5037271_47,0,"[106.99280000000003, 54.46180000000001]","[106.81, 54.62]","[107.03, 54.05]",0.026165400069242204,"[0.23329482314623368, -0.9724060497000045]",0.0030049264613701407,"[-0.9724060497000045, -0.23329482314623368]"
RZ_5037271_48,0,"[107.0466, 54.38520000000001]","[107.03, 54.12]","[107.04, 54.25]",0.020569497947576888,"[0.13137960747665295, -0.9913321334140646]",0.007968665317729422,"[0.9913321334140646, 0.13137960747665295]"
RZ_5037271_49,0,"[106.96039999999999, 54.445800000000006]","[106.97, 54.33]","[106.9, 53.98]",0.0448953725446652,"[0.07854854819558822, -0.9969102896331071]",0.0030354437818654206,"[0.9969102896331071, 0.07854854819558822]"
RZ_5037271_53,2,"[106.6934, 53.97299999999999]","[106.64, 54.12]","[106.67, 53.75]",0.0774685301303519,"[-0.0697693748478104, 0.9975631480429425]",0.005743143339035457,"[0.9975631480429425, 0.0697693748478104]"
RZ_5037271_54,2,"[106.64160000000001, 54.09179999999999]","[106.66, 53.83]","[106.5, 54.38]",0.035986444403644645,"[0.2505139803340857, -0.9681129818658426]",0.0027525351881920626,"[-0.9681129818658426, -0.2505139803340857]"
RZ_5037271_55,2,"[106.56240000000001, 54.0964]","[106.53, 54.23]","[106.41, 54.08]",0.020668990809514377,"[0.17391564918063193, 0.9847605531143497]",0.005805784700689785,"[-0.9847605531143497, 0.17391564918063193]"
RZ_5037271_56,2,"[106.53862745098036, 54.163529411764735]","[106.45, 54.15]","[106.61, 54.27]",0.04005763703693781,"[0.232389983087283, -0.9726226893100389]",0.00631373551208178,"[0.9726226893100389, 0.232389983087283]"
RZ_5037271_57,2,"[104.55900000000001, 54.674]","[106.64, 54.27]","[96.14, 56.52]",11.382740677097363,"[-0.972209036880538, 0.2341144775698781]",0.06875013922915835,"[-0.2341144775698781, -0.972209036880538]"
RZ_5037271_58,2,"[93.427, 57.74199999999999]","[95.83, 56.65]","[92.96, 57.83]",0.7622814533014599,"[0.9417132978067361, -0.33641650484772845]",0.024629771188335144,"[0.33641650484772845, 0.9417132978067361]"
RZ_5037271_59,2,"[93.15979999999998, 57.61160000000001]","[93.0, 57.8]","[93.38, 57.0]",0.06080069968390289,"[0.34200196433673496, -0.9396992371976338]",0.01177827990793366,"[0.9396992371976338, 0.34200196433673496]"
RZ_5037271_60,2,"[93.37480000000001, 57.494399999999985]","[93.33, 57.17]","[93.64, 57.35]",0.029008902242082822,"[-0.16011243520112406, -0.9870987833514766]",0.005282526329345598,"[0.9870987833514766, -0.16011243520112406]"
RZ_5037271_61,2,"[93.6040816326531, 57.337959183673476]","[93.64, 57.3]","[93.47, 57.65]",0.04997921846896635,"[0.15782050711148704, -0.9874678159489924]",0.007482856360965504,"[0.9874678159489924, 0.15782050711148704]"
RZ_5037271_62,2,"[94.74960000000002, 57.735]","[93.53, 57.52]","[105.1, 56.83]",8.433473314910602,"[0.9996496098345587, -0.026469936864571324]",0.08561733815061863,"[-0.026469936864571324, -0.9996496098345587]"
RZ_5037271_63,2,"[112.9096, 50.53119999999999]","[106.22, 56.33]","[112.28, 49.25]",8.08099451911512,"[-0.6954268218231324, 0.7185969214302113]",1.155118133946102,"[0.7185969214302113, 0.6954268218231324]"
RZ_5037271_64,2,"[111.70579999999998, 49.492999999999995]","[112.12, 49.3]","[111.62, 49.9]",0.09031843169757162,"[0.27813440038892256, -0.9605421673827205]",0.014458466261611765,"[0.9605421673827205, 0.27813440038892256]"
RZ_5037271_65,2,"[111.62596153846155, 50.06384615384616]","[111.65, 49.83]","[111.76, 50.12]",0.050175763792998346,"[0.2628031685550995, -0.9648494673250331]",0.005735661546368216,"[-0.9648494673250331, -0.2628031685550995]"
RZ_5037271_66,2,"[111.62900000000002, 50.1372]","[111.69, 50.0]","[111.56, 50.02]",0.025529005726191288,"[0.24200798437452353, 0.9702742578771119]",0.010227279988094768,"[0.9702742578771119, -0.24200798437452353]"
RZ_5037271_67,2,"[111.68440000000001, 49.96900000000001]","[111.69, 50.05]","[111.81, 50.1]",0.012813277698576958,"[-0.9877331152140523, 0.15615150690769375]",0.008780232505504686,"[0.15615150690769375, 0.9877331152140523]"
RZ_5037271_68,2,"[111.70359999999997, 50.187400000000004]","[111.81, 50.25]","[111.71, 50.38]",0.01853801201560006,"[-0.0009315888286978631, 0.999999566071033]",0.004692885943583681,"[0.999999566071033, 0.0009315888286978631]"
RZ_5037271_69,2,"[111.60539999999997, 50.00519999999999]","[111.7, 50.3]","[111.08, 49.83]",0.05450039978388329,"[-0.2021113695518382, -0.9793625448718571]",0.01869327368550419,"[-0.9793625448718571, 0.2021113695518382]"
RZ_5037271_70,2,"[95.80919999999998, 65.0308]","[110.8, 49.95]","[90.17, 73.6]",123.96103573876474,"[0.6363513648240585, -0.7713993391794927]",1.3069466285821703,"[-0.7713993391794927, -0.6363513648240585]"
RZ_5037271_71,2,"[90.64627450980389, 72.70607843137255]","[90.2, 73.47]","[90.86, 72.1]",0.2656125734769429,"[-0.3569198128329809, 0.9341350262179818]",0.010303583385802608,"[0.9341350262179818, 0.3569198128329809]"
RZ_5037271_72,2,"[90.88479999999998, 71.77040000000001]","[90.76, 72.15]","[91.03, 71.55]",0.03763101676589459,"[-0.34266080916876435, 0.939459190098116]",0.011467758744309633,"[0.939459190098116, 0.34266080916876435]"
RZ_5037271_73,2,"[91.04839999999996, 71.2784]","[91.05, 71.5]","[91.12, 71.0]",0.01954079727742849,"[-0.17399056313542907, 0.9847473198439364]",0.004017243538898088,"[0.9847473198439364, 0.17399056313542907]"
RZ_5037271_74,2,"[91.17359999999995, 71.1046]","[91.12, 70.88]","[91.19, 71.28]",0.030167732022120704,"[-0.0589962482610075, 0.9982582044196411]",0.002158676141144777,"[0.9982582044196411, 0.0589962482610075]"
RZ_5037271_75,2,"[91.17200000000001, 71.4606]","[91.16, 71.45]","[91.06, 71.55]",0.02044668851886309,"[-0.13474186785004805, 0.9908807340181158]",0.006726413521953187,"[-0.9908807340181158, -0.13474186785004805]"
RZ_5037271_77,3,"[105.81559999999999, 71.46840000000002]","[90.96, 71.4]","[113.58, 70.83]",81.08167474291338,"[-0.9990967419211417, 0.042493532243852675]",0.1562008489233731,"[0.042493532243852675, 0.9990967419211417]"
RZ_5037271_78,3,"[112.14080000000004, 70.82360000000003]","[113.53, 70.8]","[111.58, 70.88]",0.30260786870999407,"[0.9974180344479053, -0.07181409720992897]",0.03186804965735176,"[-0.07181409720992897, -0.9974180344479053]"
RZ_5037271_79,3,"[111.33699999999997, 71.3404]","[111.6, 71.03]","[111.4, 71.67]",0.059521627360637874,"[-0.3124166350455389, 0.9499451806008716]",0.011479229782219111,"[0.9499451806008716, 0.3124166350455389]"
RZ_5037271_80,3,"[111.49600000000002, 71.47579999999998]","[111.44, 71.72]","[111.56, 71.15]",0.03722960799211352,"[0.06363341479975422, -0.9979733405862717]",0.008840147109927397,"[-0.9979733405862717, -0.06363341479975422]"
RZ_5037271_81,3,"[109.19940000000001, 64.40459999999999]","[111.47, 71.33]","[106.76, 55.83]",36.700503962324596,"[-0.2964839084597204, -0.9550378484774559]",0.08213122134887428,"[-0.9550378484774559, 0.2964839084597204]"
RZ_5037271_82,3,"[106.75079999999998, 56.070200000000014]","[106.7, 55.62]","[106.71, 56.83]",0.1785941677271514,"[-0.06183475962818661, 0.9980864003189928]",0.006639832272848305,"[-0.9980864003189928, -0.06183475962818661]"
RZ_5037271_83,3,"[106.81529411764704, 57.676862745098056]","[106.75, 56.98]","[106.86, 58.17]",0.07131013224730606,"[0.1112269446587763, -0.9937950325805986]",0.003721240301713746,"[-0.9937950325805986, -0.1112269446587763]"
RZ_5037271_84,3,"[106.75040000000001, 58.357400000000005]","[106.86, 58.12]","[106.79, 58.3]",0.055667808931901853,"[-0.2937800845034673, 0.9558730365216582]",0.006114925761975717,"[-0.9558730365216582, -0.2937800845034673]"
RZ_5037271_85,3,"[106.66239999999996, 58.72339999999999]","[106.79, 58.48]","[106.71, 58.83]",0.023295481579998816,"[-0.12737789156080487, -0.9918542598292975]",0.0034766408689809497,"[0.9918542598292975, -0.12737789156080487]"
RZ_5037271_86,3,"[106.6016, 58.942599999999985]","[106.72, 58.95]","[106.58, 59.08]",0.020326089551365747,"[0.015669282358375627, -0.9998772292588592]",0.00233991044863423,"[0.9998772292588592, 0.015669282358375627]"
RZ_5037271_87,3,"[106.5244, 58.7]","[106.53, 59.0]","[105.67, 58.62]",0.035159498692166134,"[-0.24435320132763683, 0.9696862961808501]",0.024763603348650225,"[-0.9696862961808501, -0.24435320132763683]"
RZ_5037271_88,3,"[97.88659999999999, 62.40359999999999]","[105.34, 58.62]","[96.26, 63.58]",10.572399408937933,"[0.8541979409906019, -0.5199479566335616]",0.09549189718451595,"[0.5199479566335616, 0.8541979409906019]"
RZ_5037271_91,2,"[96.6784, 62.50740000000002]","[96.6, 62.27]","[96.66, 63.08]",0.07285701932433121,"[0.0316413491255695, 0.999499287156081]",0.006976327614443857,"[-0.999499287156081, 0.0316413491255695]"
RZ_5037271_92,2,"[96.72639999999997, 62.575599999999966]","[96.65, 63.1]","[96.83, 62.5]",0.08823842417938733,"[-0.06558845106555118, 0.9978467593206993]",0.005451045208367511,"[-0.9978467593206993, -0.06558845106555118]"
RZ_5037271_93,2,"[96.68839999999999, 67.12939999999999]","[96.83, 62.38]","[94.31, 128.07]",214.32778527418048,"[-0.031226785262639715, 0.9995123250276412]",0.07306276663580032,"[0.9995123250276412, 0.031226785262639715]"
RZ_5037271_94,2,"[91.72571428571428, 168.15285714285713]","[93.64, 139.12]","[90.66, 185.15]",330.7454401204495,"[0.06771635652782121, -0.9977046131288544]",0.011312260502841863,"[-0.9977046131288544, -0.06771635652782121]"
RZ_5037271_95,2,"[93.42545454545456, 112.05333333333333]","[92.56, 180.85]","[95.26, 56.3]",1790.523451254334,"[-0.05328207618229471, 0.9985795012705317]",1.5674784805133541,"[0.9985795012705317, 0.05328207618229471]"
RZ_5037271_96,2,"[93.95979999999997, 58.649800000000006]","[95.0, 55.52]","[93.62, 62.38]",10.70402485093567,"[0.15483295379621304, -0.9879406644220793]",0.029607720492897463,"[0.9879406644220793, 0.15483295379621304]"
RZ_5037271_97,2,"[93.66901960784314, 64.2192156862745]","[93.6, 62.7]","[93.6, 64.55]",0.3606460732501548,"[0.03386442858000958, -0.9994264357505004]",0.0060063189067072545,"[0.9994264357505004, 0.03386442858000958]"
RZ_5037271_98,2,"[93.6356, 64.89]","[93.67, 64.42]","[93.54, 65.1]",0.1475504649508593,"[-0.15747103377740285, 0.9875236065639527]",0.004699167702201717,"[0.9875236065639527, 0.15747103377740285]"
RZ_5037271_99,2,"[93.48920000000003, 65.20360000000001]","[93.55, 65.12]","[93.54, 65.03]",0.01416489882453722,"[-0.18232037576901824, 0.983239177707766]",0.0024212236244423348,"[-0.983239177707766, -0.18232037576901824]"
RZ_5037271_100,2,"[93.39480000000002, 65.3526]","[93.54, 65.0]","[93.35, 65.35]",0.04192220416352215,"[0.20012053138106495, -0.9797712860253458]",0.0066453468568863205,"[0.9797712860253458, 0.20012053138106495]"
RZ_5037271_101,2,"[93.38779999999997, 65.47540000000004]","[93.4, 65.2]","[93.5, 65.28]",0.0287252227431339,"[0.22735666479087996, -0.9738115561930694]",0.002472736440539724,"[-0.9738115561930694, -0.22735666479087996]"
RZ_5037271_102,2,"[93.4628, 65.41640000000002]","[93.49, 65.22]","[93.33, 65.5]",0.017360948890909233,"[0.26388559039474, -0.9645539876969147]",0.0063606837621520565,"[0.9645539876969147, 0.26388559039474]"
RZ_5037271_103,2,"[93.4646, 65.4434]","[93.36, 65.7]","[93.75, 65.05]",0.06427635610163955,"[-0.11136868190485243, 0.993779158913476]",0.0086290316534622,"[0.993779158913476, 0.11136868190485243]"
RZ_5037271_104,2,"[93.72399999999998, 65.31640000000002]","[93.79, 65.0]","[93.74, 65.4]",0.04733872794243248,"[0.16663512834857458, 0.986018627613218]",0.004235802669812508,"[-0.986018627613218, 0.16663512834857458]"
RZ_5037271_105,2,"[93.94280000000005, 65.40499999999996]","[93.72, 65.3]","[94.09, 65.47]",0.025162288976882732,"[-0.1183124334542396, -0.9929764186979145]",0.009267466125158086,"[-0.9929764186979145, 0.1183124334542396]"
RZ_5037271_106,2,"[94.1488, 65.33879999999999]","[94.08, 65.65]","[94.28, 65.0]",0.024316740398751157,"[-0.09761814674992933, 0.9952239433540121]",0.002917055519616137,"[-0.9952239433540121, -0.09761814674992933]"
RZ_5037271_107,2,"[94.15620000000001, 65.17020000000001]","[94.26, 65.05]","[94.04, 65.42]",0.03631231141047815,"[0.09923563811247207, -0.9950639618277864]",0.005215770222174556,"[0.9950639618277864, 0.09923563811247207]"
RZ_5037271_108,2,"[93.8978, 65.327]","[94.03, 65.47]","[93.88, 65.03]",0.1376723106890963,"[-0.06777890233297428, -0.9977003660410958]",0.003987036249678657,"[-0.9977003660410958, 0.06777890233297428]"
RZ_5037271_109,2,"[93.87392156862747, 65.22098039215687]","[93.94, 65.33]","[93.91, 65.1]",0.010984509137171155,"[-0.13668894873047593, 0.9906140173119689]",0.003732824196162067,"[0.9906140173119689, 0.13668894873047593]"
RZ_5037271_110,2,"[93.75919999999998, 64.68260000000004]","[93.95, 65.05]","[93.83, 64.53]",0.1419325792902344,"[0.042889323727157626, 0.9990798295983295]",0.00952721662813275,"[0.9990798295983295, -0.042889323727157626]"
RZ_5037271_111,2,"[88.88499999999995, 65.61039999999998]","[93.83, 64.53]","[71.12, 71.5]",56.789063367048406,"[-0.96449438582619, 0.264103350432668]",0.3966844288699628,"[-0.264103350432668, -0.96449438582619]"
RZ_5037271_112,2,"[63.43117647058825, 74.18705882352944]","[70.28, 71.6]","[62.85, 73.88]",3.9174992252715723,"[0.892777674870546, -0.45049752857561987]",0.2046045394343051,"[0.45049752857561987, 0.892777674870546]"
RZ_5037271_113,2,"[63.25639999999999, 74.11819999999999]","[62.81, 73.92]","[63.6, 73.92]",0.052117868311964584,"[-0.9911003161002341, 0.13311710418280662]",0.03205131536150442,"[0.13311710418280662, 0.9911003161002341]"
RZ_5037271_114,2,"[63.6928, 73.47380000000003]","[63.61, 73.92]","[63.77, 73.12]",0.05949487347678973,"[-0.029708292585795437, 0.9995586112638102]",0.0023619836660675837,"[-0.9995586112638102, -0.029708292585795437]"
RZ_5037271_115,2,"[63.875400000000006, 72.87939999999999]","[63.77, 73.1]","[63.85, 72.65]",0.01719287155220379,"[0.03405107174980786, 0.9994200941109244]",0.003662720284530733,"[0.9994200941109244, -0.03405107174980786]"
RZ_5037271_116,2,"[64.036, 72.1106]","[63.84, 72.6]","[64.05, 71.5]",0.12283995063083179,"[-0.09288552828370404, 0.9956767942638097]",0.004390294267127275,"[-0.9956767942638097, -0.09288552828370404]"
RZ_5037271_119,0,"[65.35720000000003, 57.4746]","[65.46, 56.9]","[65.33, 57.4]",0.09493999638937436,"[-0.15242771539191513, 0.9883146217578699]",0.004803881161645342,"[0.9883146217578699, 0.15242771539191513]"
RZ_5037271_120,0,"[65.18380000000003, 57.607600000000005]","[65.26, 57.55]","[65.03, 57.6]",0.04976846631694156,"[-0.18804530565450586, -0.982160355044584]",0.009286431642242146,"[-0.982160355044584, 0.18804530565450586]"
RZ_5037271_121,0,"[65.07551020408164, 57.862448979591825]","[65.05, 57.55]","[65.0, 58.02]",0.07753455731659488,"[0.006856099059148233, -0.9999764966766422]",0.009888742003133335,"[0.9999764966766422, 0.006856099059148233]"
RZ_5037271_122,0,"[65.02862745098038, 58.471568627450964]","[65.03, 58.02]","[65.11, 58.83]",0.07141019425833808,"[0.05468275933665251, -0.9985037785763908]",0.005627374369112887,"[-0.9985037785763908, -0.05468275933665251]"
RZ_5037271_123,0,"[64.97119999999997, 58.871]","[65.08, 58.73]","[64.9, 58.88]",0.05077446595957115,"[0.06686590487806628, 0.9977619709955065]",0.007416921795530958,"[-0.9977619709955065, 0.06686590487806628]"
RZ_5037271_124,0,"[64.8298, 58.888600000000004]","[64.86, 59.0]","[65.08, 58.98]",0.02563997138995631,"[0.012642143815490923, 0.9999200849066631]",0.005643702079431605,"[0.9999200849066631, -0.012642143815490923]"
RZ_5037271_125,0,"[64.87299999999999, 58.91079999999997]","[65.09, 59.02]","[64.78, 59.02]",0.0337105625233147,"[-0.5924715777301746, -0.8055913539642278]",0.007893886456277234,"[-0.8055913539642278, 0.5924715777301746]"
RZ_5037271_126,0,"[64.8414, 58.99539999999999]","[64.74, 58.98]","[64.81, 58.85]",0.06726451670624053,"[-0.1366333627663974, 0.9906216857000183]",0.0024180139060043055,"[0.9906216857000183, 0.1366333627663974]"
RZ_5037271_127,0,"[64.85880000000003, 58.46679999999999]","[64.78, 58.8]","[64.88, 58.52]",0.025550115595379275,"[0.031299230164444664, 0.9995100590745011]",0.007474700731151272,"[-0.9995100590745011, 0.031299230164444664]"
RZ_5037271_128,0,"[64.91627450980391, 58.79882352941178]","[64.95, 58.58]","[65.01, 58.7]",0.049718935092918984,"[0.14691818532483722, -0.989148647484723]",0.004671496279629719,"[-0.989148647484723, -0.14691818532483722]"
RZ_5037271_129,0,"[64.88632653061224, 58.744897959183675]","[65.03, 58.7]","[64.96, 58.5]",0.02840416436550434,"[0.19034388671556485, -0.9817174770727128]",0.003807570328373259,"[-0.9817174770727128, -0.19034388671556485]"
RZ_5037271_130,0,"[64.94100000000002, 58.60320000000001]","[64.99, 58.42]","[66.03, 58.98]",0.07185551080095787,"[0.3483584159457125, 0.9373614105774752]",0.04104118307659315,"[0.9373614105774752, -0.3483584159457125]"
